score_exp_1,score_exp_2,score_exp_3,score_exp_4,score_exp_5,score_exp_6,score_exp_7
1.6016528606414795,0.24429255723953247,0.31329283118247986,0.6066125631332397,0.506249725818634,0.29118120670318604,0.3738816976547241
1.3574573993682861,0.3309488892555237,0.296137273311615,0.40829554200172424,0.23736481368541718,0.286803275346756,0.38947436213493347
1.3085657358169556,0.4482186734676361,0.344913125038147,0.5910027623176575,0.2695574164390564,0.2853161692619324,0.4311809241771698
1.3360590934753418,0.5787678956985474,0.26149892807006836,0.8050469160079956,0.45720481872558594,0.3872472643852234,0.8924140930175781
1.4245437383651733,0.2872354984283447,0.4191548526287079,0.28235340118408203,0.33446645736694336,0.322260320186615,0.39454537630081177
1.2716596126556396,0.2978949546813965,0.24737520515918732,0.3996920883655548,0.3182292878627777,0.25388675928115845,0.39519932866096497
1.4683377742767334,1.0066068172454834,0.27724263072013855,0.3751283884048462,0.27664387226104736,0.37147772312164307,0.40554025769233704
1.281125783920288,0.3006862699985504,0.2698012888431549,0.45374009013175964,0.3205677270889282,0.4022926986217499,0.47091153264045715
1.3631337881088257,0.2603965699672699,0.28125032782554626,0.4586412310600281,0.2899872958660126,0.25982585549354553,0.4733351469039917
1.5147552490234375,0.40887215733528137,0.26849931478500366,0.730292797088623,0.27382755279541016,0.30620113015174866,0.45237064361572266
1.5147552490234375,0.40887215733528137,0.26849931478500366,0.730292797088623,0.27382755279541016,0.30620113015174866,0.45237064361572266
1.5147552490234375,0.40887215733528137,0.26849931478500366,0.730292797088623,0.27382755279541016,0.30620113015174866,0.45237064361572266
1.5147552490234375,0.40887215733528137,0.26849931478500366,0.730292797088623,0.27382755279541016,0.30620113015174866,0.45237064361572266
